"","cent.Species","cent.Camr_Nm","cent.Latitud","cent.Longitd","na.rm"
"3922","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3923","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3924","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3925","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3926","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3927","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3928","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3929","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3930","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3931","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3932","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3933","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3934","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3935","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3936","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3937","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3938","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3939","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3940","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3941","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3942","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3943","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3944","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3945","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3946","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3947","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3948","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3949","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3950","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3951","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3952","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3953","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3954","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3955","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3956","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3958","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3959","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3960","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3961","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3962","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3963","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3964","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3965","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3966","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3967","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3968","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3969","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3970","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3971","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3972","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3973","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3974","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3975","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3976","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3977","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3978","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3979","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3980","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3981","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3982","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3983","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3984","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3985","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3986","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3987","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3988","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3989","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3990","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3991","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3992","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3993","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3994","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3995","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3996","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3997","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3998","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"3999","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4000","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4002","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4003","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4004","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4005","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4006","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4007","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4008","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4009","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4010","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4012","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4013","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4014","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4015","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4016","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4017","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4018","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4019","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4020","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4021","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4022","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4023","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4024","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4025","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4026","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4027","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4028","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4029","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4030","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4031","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4032","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4033","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4034","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4041","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4042","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4045","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4046","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4051","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4052","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4055","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4056","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4057","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4058","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4065","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4066","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4067","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4068","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4071","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4072","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4073","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4074","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4075","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4076","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4081","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4082","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4083","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4084","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4087","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4088","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4089","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4090","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4091","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4092","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4093","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4094","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4095","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4096","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4097","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4098","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4103","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4104","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4105","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4106","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4107","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4108","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4109","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4110","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4111","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4112","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4115","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4116","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4118","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4121","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4122","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4126","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4132","Canis latrans","C11-12",9.4294,-83.5094,TRUE
"4401","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4403","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4404","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4406","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4413","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4416","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4417","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4421","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4428","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4429","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4430","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4431","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4432","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4440","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4441","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4443","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4444","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4445","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4450","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4451","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4453","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4454","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4455","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4456","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4457","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4459","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4460","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4469","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4471","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4472","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4473","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4474","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4475","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4476","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4478","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4481","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4482","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4483","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4485","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4486","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4487","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4489","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4491","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4493","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4496","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4498","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4500","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4502","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4503","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4504","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4505","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4506","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4508","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4511","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4512","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4515","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4517","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4519","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4520","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4522","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4524","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4530","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4532","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4533","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4536","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4540","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4544","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4689","Canis latrans","C13-14",9.4294,-83.5094,TRUE
"4690","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4691","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4692","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4693","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4694","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4695","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4696","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4697","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4698","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4699","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4700","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4701","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4702","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4703","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4704","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4705","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4706","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4707","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4708","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4709","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4710","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4711","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4712","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4713","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4714","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4715","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4716","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4717","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4718","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4719","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4720","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4721","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4722","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4723","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4724","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4725","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4726","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4787","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4788","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4789","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4790","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4791","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4792","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4793","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4794","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4795","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4796","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4797","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4798","Canis latrans","C13-14",9.4518,-83.5059,TRUE
"4921","Canis latrans","C15-16",9.389,-83.4975,TRUE
"4924","Canis latrans","C15-16",9.389,-83.4975,TRUE
"4927","Canis latrans","C15-16",9.389,-83.4975,TRUE
"4930","Canis latrans","C15-16",9.389,-83.4975,TRUE
"4935","Canis latrans","C15-16",9.389,-83.4975,TRUE
"4936","Canis latrans","C15-16",9.389,-83.4975,TRUE
"4938","Canis latrans","C15-16",9.389,-83.4975,TRUE
"4941","Canis latrans","C15-16",9.389,-83.4975,TRUE
"4943","Canis latrans","C15-16",9.389,-83.4975,TRUE
"4948","Canis latrans","C15-16",9.389,-83.4975,TRUE
"4950","Canis latrans","C15-16",9.389,-83.4975,TRUE
"4953","Canis latrans","C15-16",9.389,-83.4975,TRUE
"4954","Canis latrans","C15-16",9.389,-83.4975,TRUE
"4955","Canis latrans","C15-16",9.389,-83.4975,TRUE
"4956","Canis latrans","C15-16",9.389,-83.4975,TRUE
"4958","Canis latrans","C15-16",9.389,-83.4975,TRUE
"4961","Canis latrans","C15-16",9.389,-83.4975,TRUE
"4966","Canis latrans","C15-16",9.389,-83.4975,TRUE
"4971","Canis latrans","C15-16",9.389,-83.4975,TRUE
"4976","Canis latrans","C15-16",9.389,-83.4975,TRUE
"4989","Canis latrans","C15-16",9.389,-83.4975,TRUE
"4993","Canis latrans","C15-16",9.389,-83.4975,TRUE
"5012","Canis latrans","C15-16",9.389,-83.4975,TRUE
"5085","Canis latrans","C15-16",9.389,-83.4975,TRUE
"5088","Canis latrans","C15-16",9.389,-83.4975,TRUE
"5090","Canis latrans","C15-16",9.389,-83.4975,TRUE
"5095","Canis latrans","C15-16",9.389,-83.4975,TRUE
"5096","Canis latrans","C15-16",9.389,-83.4975,TRUE
"5097","Canis latrans","C15-16",9.389,-83.4975,TRUE
"5098","Canis latrans","C15-16",9.389,-83.4975,TRUE
"5099","Canis latrans","C15-16",9.389,-83.4975,TRUE
"5101","Canis latrans","C15-16",9.389,-83.4975,TRUE
"5104","Canis latrans","C15-16",9.389,-83.4975,TRUE
"5106","Canis latrans","C15-16",9.389,-83.4975,TRUE
"5107","Canis latrans","C15-16",9.389,-83.4975,TRUE
"5108","Canis latrans","C15-16",9.389,-83.4975,TRUE
"5109","Canis latrans","C15-16",9.389,-83.4975,TRUE
"5110","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5111","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5112","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5113","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5114","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5115","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5116","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5282","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5325","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5326","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5380","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5448","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5456","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5468","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5501","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5511","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5514","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5532","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5535","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5543","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5557","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5588","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5590","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5591","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5592","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5596","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5598","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5602","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5606","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5607","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5608","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5610","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5615","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5617","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5620","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5622","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5623","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5624","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5627","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5629","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5630","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5631","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5633","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5634","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5635","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5636","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5640","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5641","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5644","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5645","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5648","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5649","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5650","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5651","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5652","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5653","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5655","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5657","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5661","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5662","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5664","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5666","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5668","Canis latrans","C17-18",9.3932,-83.4986,TRUE
"5796","Canis latrans","C1-2",9.4599,-83.5619,TRUE
"5797","Canis latrans","C1-2",9.4599,-83.5619,TRUE
"5800","Canis latrans","C1-2",9.4599,-83.5619,TRUE
"5801","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5838","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5839","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5854","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5855","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5900","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5901","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5908","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5909","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5910","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5911","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5930","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5931","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5932","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5933","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5936","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5937","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5946","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5947","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5960","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5961","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5962","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5963","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5972","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5973","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5980","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5981","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5982","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5983","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5984","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"5985","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6006","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6007","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6008","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6009","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6010","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6011","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6016","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6017","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6018","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6019","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6020","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6021","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6024","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6025","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6034","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6035","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6036","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6037","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6042","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6043","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6046","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6047","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6048","Canis latrans","C19-20",9.4047,-83.5043,TRUE
